detected_object,timestamp,weather,temperature_celsius,holiday,location
plastic,2025-02-25 17:55:54,stormy,5,1,development
metal,2025-02-25 3:43:38,stormy,5,1,development
organic,2025-02-25 8:24:42,stormy,5,1,development
plastic,2025-02-25 14:02:57,stormy,5,1,development
metal,2025-02-25 12:59:57,stormy,5,1,development
metal,2025-02-25 23:23:59,stormy,5,1,development
plastic,2025-02-25 2:37:51,stormy,5,1,development
plastic,2025-02-26 15:28:50,snowy,3,1,development
paper,2025-02-26 22:30:06,snowy,3,1,development
organic,2025-02-26 18:43:39,snowy,3,1,development
paper,2025-02-26 19:23:20,snowy,3,1,development
glass,2025-02-26 6:50:23,snowy,3,1,development
paper,2025-02-26 16:48:37,snowy,3,1,development
plastic,2025-02-26 18:02:12,snowy,3,1,development
plastic,2025-02-27 11:59:47,cloudy,4,0,development
metal,2025-02-27 0:20:53,cloudy,4,0,development
paper,2025-02-27 5:42:06,cloudy,4,0,development
metal,2025-02-27 3:01:39,cloudy,4,0,development
paper,2025-02-27 19:20:28,cloudy,4,0,development
plastic,2025-02-27 18:47:37,cloudy,4,0,development
plastic,2025-02-27 17:08:36,cloudy,4,0,development
glass,2025-02-27 17:15:53,cloudy,4,0,development
plastic,2025-02-27 8:31:05,cloudy,4,0,development
paper,2025-02-27 18:35:16,cloudy,4,0,development
plastic,2025-02-27 20:36:13,cloudy,4,0,development
organic,2025-02-27 20:15:00,cloudy,4,0,development
paper,2025-02-27 10:11:57,cloudy,4,0,development
plastic,2025-02-27 5:23:38,cloudy,4,0,development
glass,2025-02-27 7:19:16,cloudy,4,0,development
organic,2025-02-27 14:42:30,cloudy,4,0,development
paper,2025-02-28 5:41:38,misty,7,0,development
plastic,2025-02-28 5:24:54,misty,7,0,development
glass,2025-02-28 13:45:00,misty,7,0,development
plastic,2025-02-28 14:12:58,misty,7,0,development
organic,2025-02-28 4:18:12,misty,7,0,development
glass,2025-02-28 8:25:13,misty,7,0,development
plastic,2025-02-28 5:43:48,misty,7,0,development
metal,2025-02-28 19:23:02,misty,7,0,development
organic,2025-02-28 8:02:50,misty,7,0,development
plastic,2025-02-28 13:09:38,misty,7,0,development
plastic,2025-02-28 6:47:02,misty,7,0,development
paper,2025-02-28 12:19:00,misty,7,0,development
plastic,2025-03-01 23:55:03,rainy,5,0,development
paper,2025-03-01 13:13:38,rainy,5,0,development
organic,2025-03-01 7:45:35,rainy,5,0,development
organic,2025-03-01 10:08:03,rainy,5,0,development
organic,2025-03-01 22:24:17,rainy,5,0,development
organic,2025-03-01 16:35:48,rainy,5,0,development
organic,2025-03-01 12:17:10,rainy,5,0,development
glass,2025-03-02 8:02:52,rainy,8,0,development
metal,2025-03-02 2:10:46,rainy,8,0,development
plastic,2025-03-02 11:53:12,rainy,8,0,development
metal,2025-03-02 16:25:05,rainy,8,0,development
glass,2025-03-02 10:40:57,rainy,8,0,development
plastic,2025-03-02 3:47:28,rainy,8,0,development
paper,2025-03-02 3:26:18,rainy,8,0,development
paper,2025-03-02 22:44:05,rainy,8,0,development
glass,2025-03-02 9:45:49,rainy,8,0,development
paper,2025-03-02 11:19:03,rainy,8,0,development
plastic,2025-03-02 20:44:59,rainy,8,0,development
plastic,2025-03-02 1:06:16,rainy,8,0,development
organic,2025-03-03 15:27:39,cloudy,6,0,development
plastic,2025-03-03 6:55:46,cloudy,6,0,development
plastic,2025-03-03 15:59:09,cloudy,6,0,development
plastic,2025-03-03 22:46:43,cloudy,6,0,development
plastic,2025-03-03 18:31:39,cloudy,6,0,development
glass,2025-03-03 10:12:11,cloudy,6,0,development
plastic,2025-03-03 14:41:58,cloudy,6,0,development
plastic,2025-03-03 7:56:43,cloudy,6,0,development
plastic,2025-03-03 23:48:56,cloudy,6,0,development
glass,2025-03-03 9:58:13,cloudy,6,0,development
plastic,2025-03-03 21:02:12,cloudy,6,0,development
plastic,2025-03-03 9:10:07,cloudy,6,0,development
metal,2025-03-03 13:21:46,cloudy,6,0,development
metal,2025-03-03 8:46:03,cloudy,6,0,development
glass,2025-03-03 2:19:07,cloudy,6,0,development
plastic,2025-03-03 4:24:46,cloudy,6,0,development
glass,2025-03-03 3:20:03,cloudy,6,0,development
organic,2025-03-03 8:38:33,cloudy,6,0,development
organic,2025-03-03 13:26:42,cloudy,6,0,development
paper,2025-03-03 18:43:20,cloudy,6,0,development
organic,2025-03-03 13:59:01,cloudy,6,0,development
metal,2025-03-04 0:22:21,sunny,11,0,development
paper,2025-03-04 3:03:04,sunny,11,0,development
glass,2025-03-04 19:07:51,sunny,11,0,development
plastic,2025-03-04 23:12:00,sunny,11,0,development
plastic,2025-03-04 15:39:55,sunny,11,0,development
plastic,2025-03-04 15:26:46,sunny,11,0,development
glass,2025-03-04 13:24:38,sunny,11,0,development
metal,2025-03-04 8:53:44,sunny,11,0,development
glass,2025-03-04 15:04:21,sunny,11,0,development
plastic,2025-03-04 12:49:24,sunny,11,0,development
plastic,2025-03-04 21:12:33,sunny,11,0,development
paper,2025-03-04 9:38:33,sunny,11,0,development
glass,2025-03-04 10:05:36,sunny,11,0,development
plastic,2025-03-04 8:52:13,sunny,11,0,development
organic,2025-03-04 18:38:13,sunny,11,0,development
glass,2025-03-04 17:44:50,sunny,11,0,development
glass,2025-03-04 21:00:58,sunny,11,0,development
paper,2025-03-04 4:41:14,sunny,11,0,development
paper,2025-03-04 0:02:53,sunny,11,0,development
organic,2025-03-04 10:29:29,sunny,11,0,development
plastic,2025-03-04 5:17:24,sunny,11,0,development
plastic,2025-03-04 18:01:50,sunny,11,0,development
paper,2025-03-04 5:22:51,sunny,11,0,development
metal,2025-03-04 22:51:15,sunny,11,0,development
metal,2025-03-05 16:07:03,cloudy,11,0,development
metal,2025-03-05 6:02:32,cloudy,11,0,development
paper,2025-03-05 12:08:14,cloudy,11,0,development
paper,2025-03-05 6:11:10,cloudy,11,0,development
plastic,2025-03-05 20:18:30,cloudy,11,0,development
plastic,2025-03-05 13:35:38,cloudy,11,0,development
organic,2025-03-05 0:04:44,cloudy,11,0,development
metal,2025-03-05 1:07:40,cloudy,11,0,development
paper,2025-03-05 0:40:13,cloudy,11,0,development
paper,2025-03-05 9:00:03,cloudy,11,0,development
plastic,2025-03-05 21:37:09,cloudy,11,0,development
plastic,2025-03-05 14:03:53,cloudy,11,0,development
plastic,2025-03-05 6:14:21,cloudy,11,0,development
metal,2025-03-05 21:58:06,cloudy,11,0,development
paper,2025-03-05 7:03:14,cloudy,11,0,development
metal,2025-03-05 8:54:32,cloudy,11,0,development
plastic,2025-03-05 0:29:58,cloudy,11,0,development
paper,2025-03-05 16:00:21,cloudy,11,0,development
glass,2025-03-05 21:37:46,cloudy,11,0,development
plastic,2025-03-05 22:55:04,cloudy,11,0,development
plastic,2025-03-05 19:55:09,cloudy,11,0,development
plastic,2025-03-06 1:49:23,cloudy,8,0,development
organic,2025-03-06 11:55:39,cloudy,8,0,development
plastic,2025-03-06 0:42:37,cloudy,8,0,development
paper,2025-03-06 12:13:14,cloudy,8,0,development
metal,2025-03-06 16:52:44,cloudy,8,0,development
plastic,2025-03-06 10:11:33,cloudy,8,0,development
paper,2025-03-06 23:11:29,cloudy,8,0,development
paper,2025-03-06 20:56:56,cloudy,8,0,development
plastic,2025-03-06 1:53:39,cloudy,8,0,development
metal,2025-03-06 22:29:27,cloudy,8,0,development
plastic,2025-03-06 12:35:33,cloudy,8,0,development
plastic,2025-03-06 21:13:27,cloudy,8,0,development
paper,2025-03-06 11:02:39,cloudy,8,0,development
plastic,2025-03-06 11:35:19,cloudy,8,0,development
glass,2025-03-06 13:12:19,cloudy,8,0,development
organic,2025-03-06 7:19:32,cloudy,8,0,development
glass,2025-03-06 6:39:14,cloudy,8,0,development
glass,2025-03-06 18:06:07,cloudy,8,0,development
plastic,2025-03-06 20:52:25,cloudy,8,0,development
metal,2025-03-06 6:21:35,cloudy,8,0,development
organic,2025-03-06 8:26:12,cloudy,8,0,development
plastic,2025-03-07 19:22:15,cloudy,5,0,development
metal,2025-03-07 4:41:47,cloudy,5,0,development
glass,2025-03-07 7:43:35,cloudy,5,0,development
organic,2025-03-07 19:02:57,cloudy,5,0,development
metal,2025-03-07 14:29:01,cloudy,5,0,development
plastic,2025-03-07 7:03:18,cloudy,5,0,development
plastic,2025-03-07 7:43:57,cloudy,5,0,development
paper,2025-03-07 15:23:38,cloudy,5,0,development
plastic,2025-03-07 11:04:06,cloudy,5,0,development
paper,2025-03-07 23:12:18,cloudy,5,0,development
plastic,2025-03-07 9:48:11,cloudy,5,0,development
organic,2025-03-07 17:35:27,cloudy,5,0,development
metal,2025-03-07 21:37:01,cloudy,5,0,development
organic,2025-03-07 23:12:20,cloudy,5,0,development
plastic,2025-03-07 10:18:00,cloudy,5,0,development
plastic,2025-03-07 1:42:34,cloudy,5,0,development
plastic,2025-03-08 19:42:31,cloudy,5,0,development
metal,2025-03-08 15:44:01,cloudy,5,0,development
glass,2025-03-08 11:36:48,cloudy,5,0,development
plastic,2025-03-08 20:52:01,cloudy,5,0,development
glass,2025-03-08 3:32:05,cloudy,5,0,development
paper,2025-03-08 20:41:55,cloudy,5,0,development
paper,2025-03-08 5:45:49,cloudy,5,0,development
glass,2025-03-08 10:58:09,cloudy,5,0,development
metal,2025-03-08 21:28:47,cloudy,5,0,development
plastic,2025-03-08 14:37:44,cloudy,5,0,development
plastic,2025-03-08 4:24:36,cloudy,5,0,development
glass,2025-03-08 5:37:15,cloudy,5,0,development
paper,2025-03-08 10:30:12,cloudy,5,0,development
plastic,2025-03-08 13:55:24,cloudy,5,0,development
organic,2025-03-08 14:16:16,cloudy,5,0,development
organic,2025-03-08 20:17:17,cloudy,5,0,development
paper,2025-03-08 17:03:05,cloudy,5,0,development
paper,2025-03-08 22:08:43,cloudy,5,0,development
plastic,2025-03-08 21:04:54,cloudy,5,0,development
organic,2025-03-08 14:13:01,cloudy,5,0,development
paper,2025-03-08 14:18:38,cloudy,5,0,development
plastic,2025-03-09 14:15:30,cloudy,4,0,development
organic,2025-03-09 6:08:24,cloudy,4,0,development
organic,2025-03-09 1:02:24,cloudy,4,0,development
glass,2025-03-09 15:21:03,cloudy,4,0,development
paper,2025-03-09 21:04:15,cloudy,4,0,development
plastic,2025-03-09 3:48:38,cloudy,4,0,development
plastic,2025-03-09 19:27:51,cloudy,4,0,development
glass,2025-03-09 19:29:29,cloudy,4,0,development
organic,2025-03-09 9:56:10,cloudy,4,0,development
plastic,2025-03-09 12:49:18,cloudy,4,0,development
plastic,2025-03-09 21:04:35,cloudy,4,0,development
glass,2025-03-09 10:09:23,cloudy,4,0,development
organic,2025-03-09 14:07:43,cloudy,4,0,development
paper,2025-03-09 0:44:11,cloudy,4,0,development
metal,2025-03-09 0:24:01,cloudy,4,0,development
glass,2025-03-09 3:06:18,cloudy,4,0,development
plastic,2025-03-09 14:01:57,cloudy,4,0,development
plastic,2025-03-09 23:10:18,cloudy,4,0,development
glass,2025-03-09 2:53:38,cloudy,4,0,development
paper,2025-03-09 13:18:32,cloudy,4,0,development
glass,2025-03-09 18:55:15,cloudy,4,0,development
plastic,2025-03-10 2:24:30,rainy,10,0,development
plastic,2025-03-10 6:36:24,rainy,10,0,development
metal,2025-03-10 16:06:47,rainy,10,0,development
plastic,2025-03-10 22:46:07,rainy,10,0,development
glass,2025-03-10 8:20:24,rainy,10,0,development
plastic,2025-03-10 16:23:14,rainy,10,0,development
plastic,2025-03-10 9:02:59,rainy,10,0,development
plastic,2025-03-11 23:02:32,misty,6,0,development
plastic,2025-03-11 8:57:58,misty,6,0,development
glass,2025-03-11 7:55:24,misty,6,0,development
plastic,2025-03-11 5:51:46,misty,6,0,development
plastic,2025-03-11 4:20:47,misty,6,0,development
plastic,2025-03-11 16:06:06,misty,6,0,development
paper,2025-03-11 22:01:19,misty,6,0,development
plastic,2025-03-11 22:05:47,misty,6,0,development
organic,2025-03-11 6:40:56,misty,6,0,development
organic,2025-03-11 20:54:22,misty,6,0,development
metal,2025-03-11 22:17:27,misty,6,0,development
metal,2025-03-11 2:40:59,misty,6,0,development
organic,2025-03-12 20:33:38,misty,12,0,development
metal,2025-03-12 14:44:35,misty,12,0,development
organic,2025-03-12 8:12:59,misty,12,0,development
metal,2025-03-12 12:04:00,misty,12,0,development
plastic,2025-03-12 10:13:16,misty,12,0,development
paper,2025-03-12 13:48:10,misty,12,0,development
glass,2025-03-12 14:14:46,misty,12,0,development
paper,2025-03-12 17:47:45,misty,12,0,development
glass,2025-03-12 5:43:28,misty,12,0,development
paper,2025-03-12 5:19:34,misty,12,0,development
organic,2025-03-12 15:26:04,misty,12,0,development
organic,2025-03-12 1:00:49,misty,12,0,development
organic,2025-03-13 5:01:07,cloudy,5,0,development
paper,2025-03-13 18:00:22,cloudy,5,0,development
paper,2025-03-13 9:37:06,cloudy,5,0,development
glass,2025-03-13 10:45:31,cloudy,5,0,development
glass,2025-03-13 17:47:13,cloudy,5,0,development
metal,2025-03-13 11:41:08,cloudy,5,0,development
paper,2025-03-13 22:19:45,cloudy,5,0,development
glass,2025-03-13 18:48:27,cloudy,5,0,development
plastic,2025-03-13 13:29:13,cloudy,5,0,development
paper,2025-03-13 10:14:43,cloudy,5,0,development
metal,2025-03-13 11:48:13,cloudy,5,0,development
plastic,2025-03-13 9:35:06,cloudy,5,0,development
organic,2025-03-13 2:18:12,cloudy,5,0,development
paper,2025-03-13 15:12:40,cloudy,5,0,development
paper,2025-03-13 5:25:04,cloudy,5,0,development
glass,2025-03-13 1:49:34,cloudy,5,0,development
glass,2025-03-14 19:17:14,stormy,12,0,development
paper,2025-03-15 10:00:59,rainy,6,0,development
glass,2025-03-15 5:15:49,rainy,6,0,development
plastic,2025-03-15 15:16:46,rainy,6,0,development
glass,2025-03-15 18:57:50,rainy,6,0,development
plastic,2025-03-15 1:37:47,rainy,6,0,development
glass,2025-03-15 18:35:36,rainy,6,0,development
plastic,2025-03-15 8:58:35,rainy,6,0,development
organic,2025-03-15 9:13:33,rainy,6,0,development
plastic,2025-03-15 2:22:43,rainy,6,0,development
plastic,2025-03-15 16:13:33,rainy,6,0,development
glass,2025-03-15 4:09:00,rainy,6,0,development
plastic,2025-03-15 11:07:41,rainy,6,0,development
paper,2025-03-16 18:41:38,cloudy,7,0,development
organic,2025-03-16 22:12:34,cloudy,7,0,development
organic,2025-03-16 23:56:30,cloudy,7,0,development
plastic,2025-03-16 7:58:11,cloudy,7,0,development
paper,2025-03-16 9:12:01,cloudy,7,0,development
plastic,2025-03-16 10:37:45,cloudy,7,0,development
glass,2025-03-16 5:17:15,cloudy,7,0,development
plastic,2025-03-16 21:26:24,cloudy,7,0,development
metal,2025-03-16 19:42:04,cloudy,7,0,development
metal,2025-03-16 20:51:20,cloudy,7,0,development
plastic,2025-03-16 5:32:32,cloudy,7,0,development
metal,2025-03-16 4:38:44,cloudy,7,0,development
glass,2025-03-16 3:22:23,cloudy,7,0,development
paper,2025-03-16 4:45:55,cloudy,7,0,development
paper,2025-03-16 15:31:18,cloudy,7,0,development
metal,2025-03-16 13:24:19,cloudy,7,0,development
organic,2025-03-16 5:32:29,cloudy,7,0,development
paper,2025-03-16 10:25:15,cloudy,7,0,development
plastic,2025-03-16 16:14:12,cloudy,7,0,development
glass,2025-03-16 10:37:49,cloudy,7,0,development
paper,2025-03-16 22:23:27,cloudy,7,0,development
paper,2025-03-16 12:45:59,cloudy,7,0,development
plastic,2025-03-16 0:00:53,cloudy,7,0,development
plastic,2025-03-16 16:25:09,cloudy,7,0,development
glass,2025-03-16 6:43:07,cloudy,7,0,development
paper,2025-03-17 13:43:25,rainy,1,0,development
glass,2025-03-17 2:22:49,rainy,1,0,development
organic,2025-03-17 13:41:27,rainy,1,0,development
plastic,2025-03-18 13:04:13,cloudy,12,0,development
plastic,2025-03-18 1:45:14,cloudy,12,0,development
plastic,2025-03-18 4:50:49,cloudy,12,0,development
organic,2025-03-18 1:21:13,cloudy,12,0,development
glass,2025-03-18 7:16:25,cloudy,12,0,development
glass,2025-03-18 11:51:32,cloudy,12,0,development
plastic,2025-03-18 5:27:57,cloudy,12,0,development
plastic,2025-03-18 16:01:16,cloudy,12,0,development
plastic,2025-03-18 16:35:57,cloudy,12,0,development
plastic,2025-03-18 12:19:42,cloudy,12,0,development
plastic,2025-03-18 9:34:28,cloudy,12,0,development
paper,2025-03-18 3:37:44,cloudy,12,0,development
glass,2025-03-18 16:50:57,cloudy,12,0,development
plastic,2025-03-18 3:14:14,cloudy,12,0,development
metal,2025-03-18 20:24:35,cloudy,12,0,development
glass,2025-03-18 2:16:14,cloudy,12,0,development
organic,2025-03-18 18:05:15,cloudy,12,0,development
glass,2025-03-18 8:02:40,cloudy,12,0,development
plastic,2025-03-18 11:34:00,cloudy,12,0,development
paper,2025-03-18 11:21:29,cloudy,12,0,development
paper,2025-03-18 9:51:36,cloudy,12,0,development
metal,2025-03-19 0:15:19,cloudy,3,0,development
glass,2025-03-19 20:47:38,cloudy,3,0,development
glass,2025-03-19 6:58:19,cloudy,3,0,development
metal,2025-03-19 16:24:32,cloudy,3,0,development
paper,2025-03-19 8:44:21,cloudy,3,0,development
plastic,2025-03-19 21:45:33,cloudy,3,0,development
metal,2025-03-19 0:31:44,cloudy,3,0,development
plastic,2025-03-19 21:26:45,cloudy,3,0,development
organic,2025-03-19 10:00:38,cloudy,3,0,development
paper,2025-03-19 10:08:58,cloudy,3,0,development
metal,2025-03-19 15:24:51,cloudy,3,0,development
paper,2025-03-19 17:18:41,cloudy,3,0,development
organic,2025-03-19 1:27:37,cloudy,3,0,development
organic,2025-03-19 15:00:39,cloudy,3,0,development
metal,2025-03-19 18:50:33,cloudy,3,0,development
paper,2025-03-19 17:53:31,cloudy,3,0,development
paper,2025-03-20 7:07:25,rainy,6,0,development
paper,2025-03-20 1:06:26,rainy,6,0,development
organic,2025-03-20 2:32:27,rainy,6,0,development
glass,2025-03-20 2:33:56,rainy,6,0,development
paper,2025-03-20 15:17:12,rainy,6,0,development
metal,2025-03-20 22:08:43,rainy,6,0,development
plastic,2025-03-20 2:11:58,rainy,6,0,development
glass,2025-03-21 3:04:39,misty,3,0,development
paper,2025-03-21 1:36:38,misty,3,0,development
paper,2025-03-21 17:17:30,misty,3,0,development
paper,2025-03-21 12:24:20,misty,3,0,development
glass,2025-03-21 2:54:25,misty,3,0,development
organic,2025-03-21 12:22:35,misty,3,0,development
metal,2025-03-21 3:12:16,misty,3,0,development
plastic,2025-03-22 9:26:38,misty,11,0,development
plastic,2025-03-22 13:52:04,misty,11,0,development
plastic,2025-03-22 14:23:31,misty,11,0,development
organic,2025-03-22 1:41:28,misty,11,0,development
glass,2025-03-22 13:38:02,misty,11,0,development
plastic,2025-03-22 13:13:09,misty,11,0,development
metal,2025-03-22 4:14:07,misty,11,0,development
glass,2025-03-22 17:12:09,misty,11,0,development
paper,2025-03-22 22:32:26,misty,11,0,development
plastic,2025-03-22 13:19:17,misty,11,0,development
plastic,2025-03-22 3:39:15,misty,11,0,development
glass,2025-03-22 16:57:40,misty,11,0,development
metal,2025-03-22 17:53:33,misty,11,0,development
organic,2025-03-22 7:30:13,misty,11,0,development
metal,2025-03-22 7:39:50,misty,11,0,development
plastic,2025-03-22 2:43:24,misty,11,0,development
glass,2025-03-23 4:50:10,sunny,11,0,development
paper,2025-03-23 3:05:09,sunny,11,0,development
paper,2025-03-23 5:53:06,sunny,11,0,development
organic,2025-03-23 14:02:06,sunny,11,0,development
plastic,2025-03-23 17:48:48,sunny,11,0,development
organic,2025-03-23 5:01:50,sunny,11,0,development
plastic,2025-03-23 11:01:39,sunny,11,0,development
plastic,2025-03-23 23:07:44,sunny,11,0,development
metal,2025-03-23 0:48:52,sunny,11,0,development
plastic,2025-03-23 13:16:23,sunny,11,0,development
paper,2025-03-23 5:35:13,sunny,11,0,development
metal,2025-03-23 22:22:00,sunny,11,0,development
organic,2025-03-23 20:15:21,sunny,11,0,development
paper,2025-03-23 14:21:25,sunny,11,0,development
plastic,2025-03-23 10:24:27,sunny,11,0,development
plastic,2025-03-23 5:26:14,sunny,11,0,development
organic,2025-03-23 16:36:56,sunny,11,0,development
plastic,2025-03-23 0:31:04,sunny,11,0,development
organic,2025-03-23 21:56:31,sunny,11,0,development
plastic,2025-03-23 6:56:12,sunny,11,0,development
glass,2025-03-23 17:19:40,sunny,11,0,development
plastic,2025-03-23 13:09:43,sunny,11,0,development
plastic,2025-03-23 16:12:34,sunny,11,0,development
plastic,2025-03-23 17:18:29,sunny,11,0,development
organic,2025-03-23 15:52:00,sunny,11,0,development
plastic,2025-03-23 17:23:23,sunny,11,0,development
plastic,2025-03-23 23:08:26,sunny,11,0,development
organic,2025-03-23 4:49:35,sunny,11,0,development
plastic,2025-03-24 9:04:56,cloudy,5,0,development
plastic,2025-03-24 8:33:04,cloudy,5,0,development
plastic,2025-03-24 18:45:55,cloudy,5,0,development
